"IgnoreCase","LineNumber","Line","Filename","Path","Pattern","Context","Matches"
"True","387","Circular             1052672             Microsoft-Windows-BackgroundTransfer-ContentPrefe…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","388","Circular             1052672         275 Microsoft-Windows-BackgroundTaskInfrastructure/Op…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","389","Circular             1052672             Microsoft-Windows-Authentication/ProtectedUserSuc…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","390","Circular             1052672             Microsoft-Windows-Authentication/ProtectedUserFai…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","391","Circular             1052672             Microsoft-Windows-Authentication/ProtectedUser-Cl…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","392","Circular             1052672             Microsoft-Windows-Authentication/AuthenticationPo…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","393","Circular             1052672           0 Microsoft-Windows-Authentication User Interface/O…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","394","Circular             1052672         244 Microsoft-Windows-Audio/PlaybackManager","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","395","Circular             1052672         721 Microsoft-Windows-Audio/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","396","Circular             1052672             Microsoft-Windows-Audio/Informational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","397","Circular             1052672             Microsoft-Windows-Audio/GlitchDetection","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","398","Circular             1052672           0 Microsoft-Windows-Audio/CaptureMonitor","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","399","Circular             1052672             Microsoft-Windows-ASN1/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","400","Circular             1052672        1994 Microsoft-Windows-AppxPackaging/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","401","Retain               1052672         235 Microsoft-Windows-AppXDeploymentServer/Restricted","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","402","Circular             5242880        3577 Microsoft-Windows-AppXDeploymentServer/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","403","Circular             1052672         448 Microsoft-Windows-AppXDeployment/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","404","Circular             5242880         103 Microsoft-Windows-AppReadiness/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","405","Circular             5242880         735 Microsoft-Windows-AppReadiness/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","406","Circular             1052672        1505 Microsoft-Windows-AppModel-Runtime/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","407","Circular             1052672           0 Microsoft-Windows-AppLocker/Packaged app-Execution","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","408","Circular             1052672           0 Microsoft-Windows-AppLocker/Packaged app-Deployme…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","409","Circular             1052672           0 Microsoft-Windows-AppLocker/MSI and Script","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","410","Circular             1052672           0 Microsoft-Windows-AppLocker/EXE and DLL","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","411","Circular             1052672           0 Microsoft-Windows-Application-Experience/Steps-Re…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","412","Circular             1052672         804 Microsoft-Windows-Application-Experience/Program-…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","413","Circular             1052672           0 Microsoft-Windows-Application-Experience/Program-…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","414","Circular             1052672           0 Microsoft-Windows-Application-Experience/Program-…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","415","Circular             1052672          42 Microsoft-Windows-Application-Experience/Program-…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","416","Circular             1052672           0 Microsoft-Windows-Application Server-Applications…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","417","Circular             1052672           0 Microsoft-Windows-Application Server-Applications…","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","418","Circular             1052672           0 Microsoft-Windows-ApplicabilityEngine/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","419","Circular             1052672           0 Microsoft-Windows-AppID/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","420","Circular             1052672           0 Microsoft-Windows-AppHost/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","421","Circular             1052672           0 Microsoft-Windows-AllJoyn/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","422","Circular             1052672           0 Microsoft-Windows-All-User-Install-Agent/Admin","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
"True","423","Circular             1052672         593 Microsoft-Windows-AAD/Operational","InputStream","InputStream","Windows",,"System.Text.RegularExpressions.Match[]"
